PRID,HONU,HBUP,HBDE,DIAH,DIAP,HODE,SCMO,SCDR,STTY,MINA,SDTO,STPC,CLPC,PSCL,PHAQ,PHKC,ELCO,EXCA,EXMG,EXNA,EXCK,EXAL,EXAC,CECS,TOTC,TOTN,TCEQ,GYPS,BULK,WR17,WR20,WR25,WR37,WR42,LATI,LNGI,LABO,ELEV
MD43,1,0,15,MO,HU,AO,10YR3/1,,G,N,47,26,27,SCL,7,6,,28.6,3.4,0,0,,2.4,,31,2.8,,0,1.2,,,,,,46.15,28.28,MD1,260
MD43,2,15,57,MO,HU,Ah,10YR3/1,,G,N,44,29,27,SCL,6.7,6.1,,26.3,4.1,0,0,,2.2,,21,1.8,,0,1.34,,,,,,46.15,28.28,MD1,260
MD43,3,57,92,AR,,Bw1,10YR4/1,,R,N,37,33,30,CL,6.7,6.1,,21.7,4.9,0,0,,1.3,,12,,,0,1.46,,,,,,46.15,28.28,MD1,260
MD43,4,92,120,,,C,10YR6/6,,A,N,41,31,28,CL,6.8,6,,22.8,5.1,0,0,,1,,5,,,0,1.47,,,,,,46.15,28.28,MD1,260
MD44,1,0,28,MO,HU,Ahp,10YR4/1,,B,N,20,44,36,CL,7.1,6.2,,31.4,3.9,0,0,0,0,,25,2.3,,,1.14,,,,,,46.3,28.29,MD1,173
MD44,2,28,55,MO,HU,Ah,10YR3/1,,G,N,22,43,35,CL,7.1,6.3,,32,4,0,0,0,0,,19,2.1,,,1.27,,,,,,46.3,28.29,MD1,173
MD44,3,55,71,,,Bh1,10YR5/1,,B,N,19,47,34,SICL,7.1,6.5,,,,,,0,0,,16,,,,1.32,,,,,,46.3,28.29,MD1,173
MD44,4,71,90,,CO,Bk2,10YR5/1,,B,N,17,50,33,SICL,,,0,,,,,,,,1,,0,0,1.34,,,,,,46.3,28.29,MD1,173
MD44,5,90,160,,CO,BCk,10YR6/2,,A,N,17,49,34,SICL,,,0,,,,,,,,7,,0,0,1.35,,,,,,46.3,28.29,MD1,173
MD44,6,106,200,,CO,Ck,10YR6/3,,A,N,19,46,35,SICL,,,0,,,,,,,,,,0,0,1.37,,,,,,46.3,28.29,MD1,173
MD45,1,0,24,MO,HU,Ahpk,10YR4/1,,B,N,14,54,32,SICL,7.1,,,31.7,3.9,0,0,0,0,,21,1.3,2.5,,1.2,,,,,,46.3,28.2,MD1,185
MD45,2,24,45,MO,HU,Ahk,10YR6/1,,G,N,18,52,30,SICL,7.1,,,28.3,4.2,0,0,0,0,,20,1.7,5.8,,1.27,,,,,,46.3,28.2,MD1,185
MD45,3,45,60,,CO,Bhk1,10YR6/4,,B,N,16,54,30,SICL,7.2,,,28.9,5.3,0,0,0,0,,14,,7.1,,1.32,,,,,,46.3,28.2,MD1,185
MD45,4,60,90,,CO,Bk2,10YR6/4,,B,N,14,55,31,SICL,7.2,,,,,,,0,0,,13,,9.1,,1.34,,,,,,46.3,28.2,MD1,185
MD45,5,90,115,,CO,BCk,10YR5/6,,A,N,14,57,29,SICL,7.2,,,,,,,0,0,,6,,13.3,,1.36,,,,,,46.3,28.2,MD1,185
MD45,6,115,180,CA,CO,Ck,10YR6/6,,A,N,12,67,21,SIL,7,,,,,,,,,,4,,15.7,0,1.38,,,,,,46.3,28.2,MD1,185
MD45,7,180,200,AR,TC,Dk,5Y4/4,,A,N,3,44,53,SIC,8,,,,,,,0,0,,,,13,,,,,,,,46.3,28.2,MD1,185
MD5,1,0,25,MO,HU,Aph,10YR4/1,,B,N,11,52,37,SICL,6.8,,,32.3,3.5,0,0,,,,28,3.5,,0,1.2,,,,,,48.07,27.15,MD1,135
MD5,2,25,43,MO,HU,Ah,10YR3/1,,G,N,8,59,33,SICL,7,,,33.1,3.4,0,0,,,,34,3.3,,0,1.23,,,,,,48.07,27.15,MD1,135
MD5,3,43,58,,CO,Bhk1,10YR5/2,,B,N,4,65,31,SICL,7.1,,,30.8,3.4,0,0,0,0,,16,2.7,5.5,,1.32,,,,,,48.07,27.15,MD1,135
MD5,4,58,81,,CO,Bk2,10YR6/2,,B,N,3,66,31,SICL,7.2,,,28.1,3.2,0,0,0,0,,11,,11.9,,1.35,,,,,,48.07,27.15,MD1,135
MD5,5,81,120,CA,CO,BCk,10YR6/4,,B,N,3,64,33,SICL,7.5,,,26.4,3.8,0,0,0,0,,5,,27.8,,1.39,,,,,,48.07,27.15,MD1,135
MD6,1,0,23,CA,HU,Ahk1,10YR3/1,,B,C,18,65,17,SIL,8,,,29.5,6.7,0,0,0,0,,35,3,30.4,,1.21,,,,,,48.18,27.58,MD1,280
MD6,2,23,45,CA,HU,Ahk2,10YR4/1,,G,M,9,73,18,SIL,7.8,,,15.2,4.7,0,0,0,0,,22,2,63.3,,1.23,,,,,,48.18,27.58,MD1,280
MD6,3,45,60,PC,CA,ARk,10YR6/4,,A,M,14,62,24,SIL,8.1,,,9,4.3,0,0,0,0,,11,0.9,77.1,,1.36,,,,,,48.18,27.58,MD1,280
MD6,4,60,70,PC,CA,Rk,10YR6/4,,A,A,18,61,21,SIL,8.4,,,5.9,3.3,0,0,0,0,,3,0.3,56.7,,1.41,,,,,,48.18,27.58,MD1,280
MD7,1,0,22,MO,HU,Aph,10YR3/1,,B,N,14,51,35,SICL,7,5.8,,29.3,4.4,0,0,,2.5,,25,2.4,,0,1.17,,,,,,47.52,27.3,MD1,230
MD7,2,22,40,MO,HU,Ah,10YR3/1,,G,N,13,50,37,SICL,7.1,6,,28,3.5,0,0,0,0,,20,1.8,,,1.31,,,,,,47.52,27.3,MD1,230
MD7,3,40,65,AR,,Bt1,10YR3/2,,S,N,12,48,40,SICL,7.1,6,,27,4.4,0,0,0,0,,9,0.8,,,1.47,,,,,,47.52,27.3,MD1,230
MD7,4,65,92,,,Bt2,10YR3/3,,R,N,15,46,39,SICL,7.3,6,,26.2,4,0,0,0,0,,5,0.6,,,1.49,,,,,,47.52,27.3,MD1,230
MD7,5,92,150,,CO,BCk,10YR6/3,,B,N,10,55,35,SICL,8,,,22.9,2.8,0,0,0,0,,2,,10,,1.41,,,,,,47.52,27.3,MD1,230
MD7,6,150,250,,CO,Ck,10YR7/4,,A,N,25,40,35,CL,,,0,,,,,,,,,,0,0,1.42,,,,,,47.52,27.3,MD1,230
MD8,1,0,20,MO,HU,Aph,10YR3/1,,B,N,2,60,38,SICL,6.8,6,,40.3,3.6,0,0,,2.3,,34,2.5,,0,1.18,,,,,,47.56,27.2,MD1,150
MD8,2,20,40,MO,HU,Ah,10YR3/1,,G,N,8,55,37,SICL,7,6.1,,38,2.6,0,0,,2.3,,30,2.4,,0,1.34,,,,,,47.56,27.2,MD1,150
MD8,3,40,66,CB,,Bw1,10YR3/2,,S,N,3,60,37,SICL,7.1,6.2,,35.2,2.1,0,0,0,0,,13,1.1,,,1.34,,,,,,47.56,27.2,MD1,150
MD8,4,66,105,CB,,Bw2,10YR3/2,,R,N,4,59,37,SICL,7.2,6.2,,30.3,1.4,0,0,0,0,,7,0.9,,,1.45,,,,,,47.56,27.2,MD1,150
MD8,5,105,160,,CO,BCk,10YR4/4,,A,N,4,57,39,SICL,7.9,6.8,,27.1,1.7,0,0,0,0,,,,8,,1.45,,,,,,47.56,27.2,MD1,150
MD8,6,160,300,CA,CO,Ck1,10YR6/4,,A,N,3,55,42,SIC,,,0,,,,,,,,,,0,0,,,,,,,47.56,27.2,MD1,150
MD8,7,300,380,,CO,Ck2,10YR5/6,,A,N,7,54,39,SICL,,,0,,,,,,,,,,0,0,,,,,,,47.56,27.2,MD1,150
MD8,8,380,450,,,Ck3,10YR5/6,,A,N,11,63,26,SIL,,,0,,,,,,,,,,0,0,,,,,,,47.56,27.2,MD1,150
MD9,1,0,20,MO,HU,Aph,10YR3/1,,B,N,3,56,41,SIC,7.4,6.9,,35.6,4.7,0,0,0,0,,29,2.5,,,1.17,,,,,,47.55,27.23,MD1,145
MD9,2,20,60,MO,HU,Ah,10YR2/1,,G,N,1,58,41,SIC,7.4,6.7,,35.6,4.5,0,0,0,0,,24,2.3,,,1.25,,,,,,47.55,27.23,MD1,145
MD9,3,60,80,,CO,Bhk1,10YR3/2,,B,N,2,55,43,SIC,7.6,,,,,,,0,0,,17,1.6,2.8,,1.34,,,,,,47.55,27.23,MD1,145
MD9,4,80,100,,CO,Bk2,10YR5/2,,B,N,1,56,43,SIC,8,,,,,,,0,0,,11,1.2,8.6,,1.36,,,,,,47.55,27.23,MD1,145
MD9,5,100,150,,CO,BCk,10YR6/2,,A,N,5,60,35,SICL,8.2,,,,,,,0,0,,8,,13,,1.41,,,,,,47.55,27.23,MD1,145
MD9,6,150,200,CA,CO,Ck,10YR6/3,,A,N,3,56,41,SIC,8.2,,,,,,,0,0,,5,,15.2,,,,,,,,47.55,27.23,MD1,145
PL107,1,0,30,,,Ap,10YR 4/3,10YR 6/3,M,V,84,14,2,LS,7,5.8,,3.1,0.3,0,0.2,,,4.8,6.2,0.5,,0,1.66,17,13,8,5,4,52.53,16.25,PL01,110
PL107,2,30,95,,,Bw,10YR 6/8,10YR 7/6,M,V,92,5,3,S,7.3,5.7,,1.3,0.1,0,0.2,0,0,2.4,0.6,0.06,,,1.69,16,10,6,3,3,52.53,16.25,PL01,110
PL107,3,95,150,,,C,10YR 6/6,10YR 6/4,N,V,95,2,3,S,7.2,5.5,,1,0.1,0.1,0.1,0,0,1.8,,,,,1.7,15,10,5,3,2,52.53,16.25,PL01,110
PL111,1,0,27,OC,,Ap,10YR 4/6,10YR 6/3,B,V,74,21,5,SL,6.7,5.6,,3.2,0.3,0,0.2,,,5.6,6.8,0.42,,0,1.6,22,18,13,10,8,52.32,17.08,PL01,81
PL111,2,27,60,,,E,10YR 6/6,10YR 8/4,G,V,78,17,5,LS,5.8,4.3,,1,0.1,0,0.2,0.4,0.6,2.9,1.4,0.08,,0,1.62,21,17,12,8,6,52.32,17.08,PL01,81
PL111,3,60,120,AR,,Bt,10YR 5/8,10YR 7/6,A,V,65,18,17,SL,6.2,4.7,,5,0.9,0.1,0.3,0.1,0.2,7.6,,,,0,1.54,27,24,19,17,14,52.32,17.08,PL01,81
PL111,4,120,150,,,C,10YR 5/8,10YR 7/6,A,V,70,14,16,SL,6.1,4.5,,4.7,0.9,0.1,0.3,0.2,0.3,7.8,,,,0,1.57,24,20,15,13,11,52.32,17.08,PL01,81
PL113,1,0,33,OC,,Ap,2.5Y 4/3,2.5Y 6/2,B,V,75,19,6,SL,5.7,4.7,0.1,3.1,0.3,0,0.3,0.3,0.5,6.4,3.2,0.65,,0,1.6,20,16,10,5,4,52.21,17.45,PL01,85
PL113,2,33,55,,,E,2.5Y 6/4,2.5Y 7/3,M,V,74,22,4,LS,6.7,5.4,,3.1,0.2,0,0.2,,,4.6,2.1,0.18,,0,1.6,20,17,11,5,4,52.21,17.45,PL01,85
PL113,3,55,95,AR,,Btg,2.5Y 5/6,2.5Y 6/8,M,V,66,17,17,SL,7.2,5.5,,11.6,0.7,0.1,0.5,0,0,13.7,,,,,1.54,22,19,13,6,4,52.21,17.45,PL01,85
PL113,4,95,150,,,Cg,2.5Y 5/6,2.5Y 7/6,A,V,72,16,12,SL,7.4,5.8,,9.2,0.7,0.1,0.2,0,0,10.8,,,,,1.57,21,17,11,5,4,52.21,17.45,PL01,85
PL131,1,0,25,MO,,Ap,10YR 2/2,10YR 5/1,B,V,64,28,8,SL,7.2,6.3,0.2,19.4,1.2,0.2,0.3,0,0,21.8,18.2,1.76,6.2,,1.57,27,23,19,18,15,52.27,19.38,PL01,135
PL131,2,25,45,,GL,Cg,10YR 5/3,10YR 7/2,,V,87,11,2,S,7.8,7,0.1,2.6,0.3,0,0.1,0,0,3.4,1.4,0.41,,,1.67,20,16,12,12,10,52.27,19.38,PL01,135
PL131,3,45,70,,GL,2Cg1,2.5 Y 6/4,2.5Y 8/3,S,V,16,40,44,C,7.8,6.7,0.1,37.3,4.6,0.3,0.7,0,0,44.6,,,99.9,,1.31,41,39,31,27,22,52.27,19.38,PL01,135
PL131,4,70,150,,GL,2Cg2,2.5Y 5/4,2.5Y 7/3,,V,33,39,28,CL,7.9,6.9,0.1,32.7,3.1,0.3,0.5,0,0,37.3,,,99.9,,1.4,36,34,27,24,20,52.27,19.38,PL01,135
PL193,1,0,25,,,Ap,10YR 4/4,10YR 6/4,S,V,40,42,18,L,6.9,6.1,0.1,14.4,1.6,0.1,1,,,19.3,14.8,1.16,2.5,0,1.46,33,31,24,22,18,52.53,14.63,PL01,20
PL193,2,25,50,,,AC,2.5YR 5/4,2.5YR 6/4,S,N,20,53,27,CL,6.7,5.7,0.1,15.5,2.4,0,1.1,,,19.1,13.6,1.41,,0,1.36,38,37,30,26,21,52.53,14.63,PL01,20
PL193,3,50,75,,,Cg1,2.5YR 3/1,2.5YR 5/2,S,N,19,41,40,SIC,6.2,5.1,0.1,22.1,4.3,0.3,0.7,,0.3,28.5,18.9,1.75,,0,1.33,39,37,30,25,20,52.53,14.63,PL01,20
PL193,4,75,150,,,Cg2,10YR 5/6,10YR 7/6,S,N,28,47,25,L,4.8,4.2,0.7,3.5,0.8,0.3,5.4,0.8,1,14.5,,,0,0,1.4,36,35,28,23,19,52.53,14.63,PL01,20
PL1KA,1,0,7,,OR,O,7.5YR1.7/1,7.5YR 2/2,,N,,,,,3.8,3.5,0,2.7,1,0.3,0.9,,36,40.9,99.9,20.7,0,0,,,,,,,49.1,22.8,PL01,760
PL1KA,2,7,25,,,Ah,7.5YR 2/1,7.5YR 2/3,,N,,,,,4,3.6,0,0.2,0.2,0.1,0.4,,29.5,30.4,99.9,6.2,0,0,,,,,,,49.1,22.8,PL01,760
PL1KA,3,25,38,,,AC,10YR 2/1,10YR 3/1,S,M,71,26,3,SL,4.7,4,,0.1,0,0.1,0,,9.2,9.4,37,2.7,0,0,1.57,27,24,19,17,14,49.1,22.8,PL01,760
PL2,1,4,17,,,AE,7.5YR 4/1,7.5YR 6/1,N,N,94,5,1,S,4,3.1,0,1.4,1.4,0.3,0.1,0.6,1.4,7.1,8.9,0.87,0,0,1.33,28,18,9,4,3,50.58,22.83,PL01,240
PL2,2,17,32,AL,,E,7.5YR 5/2,7.5YR 7/2,N,N,94,4,2,S,3.6,3,0,1.4,1.2,0.2,0.1,2.5,3.2,9.3,1.8,0.7,0,0,1.5,21,13,6,1,1,50.58,22.83,PL01,240
PL2,3,32,40,SP,,Bh,7.5YR 4/3,7.5YR 4/6,N,N,97,2,1,S,4.1,3.3,0,1.6,1.6,0.3,0.1,0.2,0.4,4.7,5.4,0.5,0,0,1.49,20,12,5,2,1,50.58,22.83,PL01,240
PL2,4,40,90,,,Bs,7.5YR 4/6,7.5YR 6/6,N,N,97,2,1,S,4.6,3.4,,1.2,0.8,0.3,0.1,0.5,0.7,4.1,2.6,0.29,0,0,1.53,19,11,4,2,1,50.58,22.83,PL01,240
PL2,5,90,150,,,C,10YR 6/6,10YR 8/4,N,V,98,1,1,S,5.1,4.5,,1.6,0.8,0.3,0.1,0.2,0.4,4.2,,,0,0,1.59,17,10,4,2,1,50.58,22.83,PL01,240
PL219,1,0,25,OC,,Ap,10YR 4/4,10YR 6/3,B,V,78,18,4,LS,6,5.3,0.3,4.4,0.5,0.1,0.5,,,7.4,6.4,0.9,,0,1.61,22,18,13,9,8,51.83,17.42,PL01,140
PL219,2,25,70,CB,,Bw,10YR 6/6,10YR 7/6,A,N,54,21,25,SCL,6.5,5.1,,10.2,1.8,0.1,0.4,,,14,1.6,0.3,,0,1.49,31,28,22,20,16,51.83,17.42,PL01,140
PL219,3,70,150,,CO,Ck,10YR 6/8,10YR 7/8,A,V,55,22,23,SCL,7.5,6.5,0.1,23.8,1.7,0.2,0.5,0,0,26.6,,,35.1,,1.49,29,26,20,17,13,51.83,17.42,PL01,140
PL23,1,0,35,,,Ap,2.5YR 4/3,2.5YR 5/4,B,N,57,34,9,SL,6.9,6.1,0.1,10,0.6,0.1,0.3,,,12.1,8.5,1,,0,1.53,27,25,19,16,13,54.1,18.84,PL01,10
PL23,2,35,75,,,Ac,2.5YR 4/2,2.5YR 5/3,G,N,18,62,20,SIL,7.1,6,0.1,26.2,3.3,0.3,0.5,0,0,31.4,10.5,1.51,,,1.38,40,39,32,30,25,54.1,18.84,PL01,10
PL23,3,75,110,,,Cg1,2.5YR 5/4,2.5YR 6/4,R,N,20,52,28,CL,7.4,6.1,0.1,22,3.8,0.2,0.5,0,0,27.3,,,,,1.37,40,39,32,30,25,54.1,18.84,PL01,10
PL23,4,110,150,,,2Cg2,10YR 5/8,10YR 7/8,N,N,94,4,2,S,7.5,6.5,,3.3,0.5,0.1,0.1,0,0,4.5,,,,,1.64,17,12,7,4,3,54.1,18.84,PL01,10
PL279,1,0,25,OC,,Ap,2.5YR 5/3,2.5YR 6/3,B,N,31,64,5,SIL,6.7,6,0.1,5.7,0.4,0.1,0.3,,,9.3,11.4,1.21,,0,1.48,29,28,21,13,11,51.18,22.13,PL01,218
PL279,2,25,60,,,E,2.5YR 6/4,2.5YR 7/3,S,N,32,62,6,SIL,6.5,5.3,0.1,5,0.2,0.1,0.2,,,7.9,5.6,0.58,,0,1.48,28,27,20,11,9,51.18,22.13,PL01,218
PL279,3,60,110,,,Bt/C,10YR 5/6,10YR 7/4,S,N,32,56,12,SIL,6.7,5.6,0.1,7.2,0.4,0.1,0.2,,,10.1,,,,0,1.47,31,30,24,17,14,51.18,22.13,PL01,218
PL279,4,110,150,,CO,2Ck,10YR 6/4,10YR 8/3,N,N,24,59,17,SIL,7.2,6.3,0.1,34.9,1.4,0.3,0.6,0,0,38.1,,,99.9,,1.43,32,31,24,15,12,51.18,22.13,PL01,218
PL299,1,0,20,MO,CO,Ahk,10Y 4/1,10Y 6/1,A,N,10,54,36,SICL,7.7,6.8,0.2,37.1,0.8,0.2,1.4,0,0,40.3,33.3,3.24,99.9,,1.29,42,41,33,28,23,51.12,23.56,PL01,187
PL299,2,20,40,,CO,ACk,10Y 5/1,10Y 7/1,S,V,8,53,39,SICL,7.8,7,0.2,37.1,0.6,0.2,0.8,0,0,39.4,25.1,2.6,99.9,,1.27,42,41,32,26,21,51.12,23.56,PL01,187
PL299,3,40,50,,CO,Ck,10Y 7/1,10Y 8/1,N,N,2,56,42,SIC,7.9,7.2,0.2,37.1,0.4,0.2,0.5,0,0,39,12,1.2,99.9,,1.25,44,43,35,30,25,51.12,23.56,PL01,187
PL303,1,0,25,,,Ap,10YR 4/2,10YR 5/3,B,V,41,50,9,L,5,3.8,0.1,4.4,0.7,0.1,0.5,1.6,2,13.4,18.7,1.72,0,0,1.49,32,30,25,24,19,50.71,16.01,PL01,520
PL303,2,25,50,,,Bw,10YR 5/6,10YR 7/4,A,V,38,54,8,SIL,5.6,4.3,0.1,3.5,0.7,0.1,0.2,0.3,0.5,7.1,4.7,0.36,,0,1.48,32,30,24,22,18,50.71,16.01,PL01,520
PL303,3,50,110,,,C1,10YR 5/8,10YR 7/6,A,F,50,41,9,L,5.8,4.5,,4,0.8,0.1,0.1,0.2,0.3,6.9,,,,0,1.51,30,27,22,19,16,50.71,16.01,PL01,520
PL303,4,110,150,,,C2,10YR 5/8,10YR 7/6,,C,61,31,8,SL,5.8,4.4,,4.4,1.2,0.1,0.2,0.3,0.4,7.8,,,,0,1.53,29,27,22,20,17,50.71,16.01,PL01,520
PL313,1,0,40,MO,,Ap,10YR 3/2,10YR 4/2,B,V,46,47,7,SL,6.3,5.2,0.1,7.5,1,0.1,0.6,,,12.3,14,1.32,,0,1.53,28,25,20,16,13,50.95,17.19,PL01,130
PL313,2,40,60,,,A/C,2.5YR 5/4,2.5YR 6/4,A,V,52,38,10,L,7.3,6,0.1,8.5,0.9,0.1,0.3,0,0,10.6,1.4,0.22,,,1.54,26,23,17,13,11,50.95,17.19,PL01,130
PL313,3,60,90,,,C,2.5YR 6/3,2.5YR 7/4,A,N,36,53,11,SIL,7.6,6.3,0.1,9.1,0.7,0.1,0.3,0,0,11,,,,,1.49,27,24,18,9,7,50.95,17.19,PL01,130
PL313,4,90,150,,,2C,2.5YR 5/4,2.5YR 7/3,N,V,85,11,4,LS,7.5,6.4,,4.1,0.3,0.1,0.1,0,0,5.2,,,,,1.69,16,12,7,5,4,50.95,17.19,PL01,130
PL335,1,0,30,,CO,Ap,5Y 4/3,5Y 5/3,G,V,38,43,19,L,7.4,6.6,0.2,15.4,2.9,0.1,1.3,0,0,20.9,19.9,1.76,99.9,,1.45,33,31,24,22,18,50.39,18.93,PL01,330
PL335,2,30,50,,CO,BCk,2.5Y 5/6,2.5Y 6/8,A,V,29,33,38,CL,7.7,6.8,0.2,24.6,2.7,0.2,1.1,0,0,29.3,4.9,0.38,99.9,,1.38,36,34,27,24,19,50.39,18.93,PL01,330
PL385,1,0,25,,,Ap,10YR 4/2,10YR 5/3,N,N,82,13,5,LS,5.7,4.4,,1,0.2,0,0.2,1.1,1.3,5.6,11.3,0.99,,0,1.67,18,13,9,6,5,50.54,22.1,PL01,175
PL385,2,25,65,,,Bw,10YR 6/8,10YR 8/6,N,N,85,13,2,LS,5.6,4.4,,0.4,0.1,0,0.1,0.9,1,2.2,0.6,0.3,,0,1.69,15,11,6,2,2,50.54,22.1,PL01,175
PL385,3,65,150,,,C,10YR 7/4,10YR 8/3,N,N,97,2,1,S,6.5,5,,0.4,0.1,0,0,0.1,0.2,1.1,,,,0,1.76,12,7,3,1,1,50.54,22.1,PL01,175
PL395,1,0,25,,,Ap,10YR 3/3,10YR 5/2,B,N,16,74,10,SIL,7.3,6.8,0.2,13.6,1.1,0.1,0.7,0,0,17.4,11.4,1,2.1,,1.42,36,35,29,24,19,50.72,23.07,PL01,239
PL395,2,25,50,,CA,Bwk,2.5Y 6/4,2.5Y 8/4,A,N,15,76,9,SIL,8.2,7.3,0.1,31.9,1.8,0.2,0.5,0,0,34.8,1,0.07,99.9,,1.44,35,35,28,23,19,50.72,23.07,PL01,239
PL395,3,50,150,,,Ck,10YR 6/6,10YR 7/4,R,N,18,72,10,SIL,8.2,7.4,0.1,29.9,1.8,0.2,0.4,0,0,32.8,,,99.9,,1.44,34,34,28,22,18,50.72,23.07,PL01,239
PL3SU,1,-6,0,,,O,10YR 2/2,10YR 3/3,,,,,,,3.5,3,0,,,,,,,,,,0,0,,,,,,,50.83,15.56,PL01,610
PL3SU,2,0,10,,,AC,10YR 3/4,10YR 4/6,N,M,89,9,2,S,4.3,3.8,0,0.1,0.1,0.1,0.2,10.4,11.6,15,62.7,,0,0,1.7,16,11,7,4,3,50.83,15.56,PL01,610
PL403,1,0,28,MO,,Ap,10YR 3/2,10YR 4/3,B,N,16,70,14,SIL,7.6,6.8,0.2,27.1,1.4,0.2,1.4,0,0,30.8,15,1,13,,1.41,32,31,23,13,11,50.49,23.81,PL01,219
PL403,2,28,65,MO,,Ah,10YR 2/2,10YR 3/4,B,N,18,73,9,SIL,7.7,6.8,0.1,18,1.5,0.2,1.4,0,0,22,15,1,2.9,,1.43,31,30,23,12,10,50.49,23.81,PL01,219
PL403,3,65,110,,,AC,10YR 3/1,10YR 4/3,S,N,15,70,15,SIL,7.8,6.8,0.1,14.6,1.5,0.2,0.7,0,0,17.9,10.8,0.5,,,1.41,33,32,25,15,12,50.49,23.81,PL01,219
PL403,4,110,150,,CO,Ck,10YR 4/3,10YR 5/3,S,N,16,72,12,SIL,7.6,6.9,0.2,27.1,1.5,0.2,0.8,0,0,30.7,8.4,0.6,21.3,,1.42,32,31,23,13,11,50.49,23.81,PL01,219
PL419,1,0,20,OC,,Ap,10YR 4/4,10YR 7/3,B,N,16,76,8,SIL,6.2,5,0.1,7.6,0.5,0.1,0.3,0.1,0.3,12.5,20.7,1.01,,0,1.42,32,31,24,16,13,49.47,19.73,PL01,640
PL419,2,20,35,,,AEg,10YR 5/4,10YR 8/3,P,V,15,74,11,SIL,5.5,4.2,,2.5,0.3,0.1,0.2,2.8,2.9,7.9,8,0.3,0,0,1.41,32,31,24,14,11,49.47,19.73,PL01,640
PL419,3,35,80,AR,,Btg,10YR 5/8,10YR 8/6,A,N,18,65,17,SIL,5.2,3.8,,3.7,1.1,0.1,0.2,5.6,6,11.7,4.2,0.12,0,0,1.4,37,36,29,24,20,49.47,19.73,PL01,640
PL419,4,80,100,,,Cg,10YR 5/6,10YR 7/6,A,N,12,66,22,SIL,5.3,3.8,,6.2,4.2,0.1,0.3,2.4,2.6,14.7,,,0,0,1.37,36,35,28,21,17,49.47,19.73,PL01,640
PL43,1,0,20,MO,,Ap,2.5Y 3/1,2.5Y 4/2,B,V,57,33,10,SL,7.7,7.2,0.2,18,1.5,0.4,1.2,0,0,21.6,13.9,1.5,10.1,,1.53,28,25,20,18,15,53.16,14.85,PL01,35
PL43,2,20,50,,,Ac,2.5Y 4/1,2.5Y 4/2,B,N,58,29,13,SL,7.9,7.3,0.2,18.7,1.6,0.7,0.7,0,0,22.2,9.3,0.86,14.3,,1.53,28,25,19,16,13,53.16,14.85,PL01,35
PL43,3,50,70,,,C,2.5Y 3/2,2.5Y 5/2,S,N,58,28,14,SL,7.7,7.1,0.2,19.4,1.7,0.7,0.8,0,0,23.3,,,11.2,,1.53,27,24,19,16,13,53.16,14.85,PL01,35
PL43,4,70,150,,,Cg,2.5Y 3/1,2.5Y 3/2,,N,32,43,25,L,7.6,6.8,0.2,18.2,1.4,1,1,0,0,22.3,,,0.8,,1.41,35,33,26,22,18,53.16,14.85,PL01,35
PL53,1,0,40,,,Ap,10YR 4/4,10YR 5/3,N,N,96,3,1,S,7.1,6,0.1,1.7,0.7,0,0.1,0,0,3.4,5.7,0.36,,,1.69,15,10,5,2,2,53.71,17.95,PL01,122
PL53,2,40,80,,,Bw,10YR 6/8,10YR 8/6,N,N,99,0,1,S,6.2,5,,0.5,0.1,0,0,0.4,0.5,2.3,1.4,0.09,,0,1.71,14,8,4,1,1,53.71,17.95,PL01,122
PL53,3,80,150,,,C,10YR 7/6,10YR 8/4,N,V,99,0,1,S,6.2,4.7,,0.5,0.1,0,0,0.7,0.8,1.7,,,,0,1.69,14,8,4,1,1,53.71,17.95,PL01,122
PL53A,1,0,10,,OR,H1,10R 2.5/1,10R 2.5/1,B,N,,,,,6.1,5.6,,84.7,4,1.2,0.5,0.3,49.3,140.2,99.9,44.8,,0,0.35,,,,,,53.67,22.6,PL01,100
PL53A,2,10,20,,OR,H2,N2.5,N2.5,B,N,,,,,6,5.6,,92.1,3.8,1.2,0.2,0.4,44,142.2,99.9,36.9,,0,0.26,,,,,,53.67,22.6,PL01,100
PL53A,3,20,30,,OR,H3,10B 2.5/1,10B 2.5/1,B,N,,,,,5.7,5.5,,11.6,5.6,2,0.2,0.4,40,160.3,99.9,32.5,,0,0.24,,,,,,53.67,22.6,PL01,100
PL53A,4,30,60,,OR,H4,5GY 2.5/1,5GY 2.5/1,M,N,,,,,5.8,5.5,,97.2,4.1,1.5,0.2,0.2,49.4,152.5,99.9,31.5,,0,0.15,,,,,,53.67,22.6,PL01,100
PL53A,5,60,100,,OR,H5,N2.5,N3,M,N,,,,,6.5,5.7,,89.4,4.3,1.1,0.2,0.3,32.1,127.6,99.9,36.2,,0,0.14,,,,,,53.67,22.6,PL01,100
RO 3369,1,0,5,OC,,Ap1,5GY5/1,2.5GY7/1,M,N,13,63,24,SIL,6.6,,,,,,,,,20.8,36,3.4,,0,,,,,,,45.73,25.42,RO001,555
RO 3369,2,5,23,OC,,Ap2,5GY5/1,2.5GY7/1,M,N,14,65,21,SIL,6.6,,,,,,,,,20.4,32,3,,0,1.2,,,,,,45.73,25.42,RO001,555
RO 3369,3,23,48,AL,GL,Eg1,7.5Y6/2,7.5Y8/1,M,N,17,61,22,SIL,5.5,,,,,,,,,9,9,0.8,0,0,1.47,,,,,,45.73,25.42,RO001,555
