PRID,HONU,HBUP,HBDE,DIAH,DIAP,HODE,SCMO,SCDR,STTY,MINA,SDTO,STPC,CLPC,PSCL,PHAQ,PHKC,ELCO,EXCA,EXMG,EXNA,EXCK,EXAL,EXAC,CECS,TOTC,TOTN,TCEQ,GYPS,BULK,WR17,WR20,WR25,WR37,WR42,LATI,LNGI,LABO,ELEV
BYGr6,3,43,185,AR,TO,BC,5YR5/4,5YR6/4,M,F,56,31,13,SL,5.7,,,,,,,,,11.6,3,0.3,,0,1.78,,,,,,53.72,23.62,BY01,215
BYGr83P,1,0,32,HI,OR,HP,10YR2/2,10YR3/2,,,,,,,5.9,,,,,,,,,101.4,491,28.9,,0,0.36,,,,,,53.73,24.3,BY02,150
BYGr83P,2,32,67,HI,OR,Hw,10YR3/3,10YR4/3,,,,,,,6.1,,,,,,,,,109.8,484,28,,0,0.39,,,,,,53.73,24.3,BY02,150
BYGr83P,3,67,110,,,Rg,5/10BG,6/10BG,M,N,84,16,0,S,6.5,,,,,,,,,3.9,2,0.2,,0,1.61,,,,,,53.73,24.3,BY02,150
BYMg1042,1,0,2,,,O,10YR4/1,10YR5/1,,,,,,,5.9,,,,,,,,,97.5,,,,0,,,,,,,53.3,29.7,BY03,150
BYMg1042,2,2,19,UM,HU,Ah,10YR3/2,10YR4/2,B,N,54,46,0,SL,5.3,,,,,,,,,9.2,24,1.9,0,0,0.98,,,,,,53.3,29.7,BY03,150
BYMg1042,3,19,59,,GL,Bg,10YR8/3,10YR8/2,B,N,86,14,0,LS,5.3,,,,,,,,,1.9,3,0.3,0,0,1.48,,,,,,53.3,29.7,BY03,150
BYMg1042,4,59,200,,GL,BCg,5/10BG,6/10BG,S,F,56,44,0,SL,4,,0,,,,,,,2.3,2,0.1,0,0,1.84,,,,,,53.3,29.7,BY03,150
BYMg10/2,1,0,29,,,Ap,10YR4/1,10YR5/1,,F,0,47,53,,,,0,,,,,,,6.4,18,1.5,0,0,1.31,,,,,,53.53,30.85,BY02,185
BYMg10/2,2,29,41,,,E,10YR6/3,10YR7/3,M,F,81,16,3,SL,4.6,,,,,,,,,2.6,2,0.1,0,0,1.43,,,,,,53.53,30.85,BY02,185
BYMg10/2,3,41,124,AR,TO,B,10YR5/6,10YR6/6,M,F,92,4,4,S,4.9,,,,,,,,,1.9,1,,0,0,1.33,,,,,,53.53,30.85,BY02,185
BYMg10/2,4,124,200,,,BC,5YR4/4,5YR5/4,S,F,47,37,16,L,3.7,,0,,,,,,,8.9,,,0,0,1.55,,,,,,53.53,30.85,BY02,185
BYMg200,1,0,26,,,Ap,10YR5/2,10YR6/2,B,N,15,77,8,SIL,5.4,,,,,,,,,5.7,9,0.8,0,0,1.23,,,,,,54.18,30.22,BY04,220
BYMg200,2,26,35,,,E,10YR7/3,10YR8/3,P,N,13,81,6,SI,5.4,,,,,,,,,2.6,1,0.1,0,0,1.38,,,,,,54.18,30.22,BY04,220
BYMg200,3,35,98,AR,TO,Bt,7.5YR5/4,7.5YR6/4,P,N,13,69,18,SIL,5.1,,,,,,,,,11.6,1,0.1,0,0,1.68,,,,,,54.18,30.22,BY04,220
BYMg200,4,98,200,,,C,10YR5/4,10YR6/4,M,N,91,9,0,S,5.3,,,,,,,,,2.3,1,0.1,0,0,1.62,,,,,,54.18,30.22,BY04,220
BYMg203,1,0,6,,,O,10YR3/3,10YR4/3,,,,,,,,,0,,,,,,,,,,0,0,,,,,,,53.08,30.15,BY05,155
BYMg203,2,6,45,UM,FL,Ah,10YR3/2,10YR4/2,G,N,45,34,21,L,5.7,,,,,,,,,26.6,23,3.1,,0,0.98,,,,,,53.08,30.15,BY05,155
BYMg203,3,45,150,,,BCg,5/10BG,6/10BG,M,N,40,37,23,L,6.1,,,,,,,,,19.4,7,0.1,,0,1.78,,,,,,53.08,30.15,BY05,155
BYMg205,1,0,38,HI,OR,HIw,10YR4/3,10YR5/3,,,,,,,5.6,,,,,,,,,61.5,567,35.7,,0,0.16,,,,,,53.38,29.62,BY05,180
BYMg205,2,38,72,HI,OR,H2w,10YR2/2,10YR3/3,,,,,,,5.9,,,,,,,,,57.8,581,28.1,,0,0.14,,,,,,53.38,29.62,BY05,180
BYMg205,3,72,103,HI,OR,H3w,10YR3/2,10YR4/2,,,,,,,5,,,,,,,,,33.4,569,21.9,0,0,0.15,,,,,,53.38,29.62,BY05,180
BYMg205,4,103,137,,GL,Cg,5/10BG,6/10BG,M,N,74,26,0,LS,5.3,,,,,,,,,11.2,22,1.9,0,0,1.61,,,,,,53.38,29.62,BY05,180
BYMg27,1,0,10,HI,OR,H1w,10YR4/6,10YR5/6,M,,,,,,4.7,,,,,,,,,118.9,519,14.7,0,0,0.1,,,,,,53.72,29.48,BY05,175
BYMg27,2,10,42,HI,OR,H2w,10YR3/3,10YR4/3,M,,,,,,5.1,,,,,,,,,107.6,499,16.5,0,0,0.09,,,,,,53.72,29.48,BY05,175
BYMg27,3,42,74,HI,OR,H3w,10YR2/2,10YR3/3,M,,,,,,5.3,,,,,,,,,57.1,432,12.4,0,0,0.08,,,,,,53.72,29.48,BY05,175
BYMg27,4,74,110,,GL,Cg,5/10BG,6/10BG,M,V,88,12,0,S,5.1,,,,,,,,,11.4,10,1,0,0,1.59,,,,,,53.72,29.48,BY05,175
BYMg270,1,0,2,,,O,2.5Y4/3,2.5Y5/3,,,,,,,3.8,,0,,,,,,,88.3,,,0,0,,,,,,,53.52,29.52,BY03,170
BYMg270,2,2,15,,,AhE,2.5Y5/1,2.5Y6/1,M,N,84,16,0,LS,4.3,,0,,,,,,,8.1,9,0.8,0,0,1.31,,,,,,53.52,29.52,BY03,170
BYMg270,3,15,80,AR,TO,Bg,2.5Y6/3,2.5Y7/3,M,N,90,10,0,S,5.3,,,,,,,,,1.1,1,0.1,0,0,1.56,,,,,,53.52,29.52,BY03,170
BYMg270,4,80,200,,,Cg,5/10BG,6/10BG,M,N,88,12,0,S,4.9,,,,,,,,,2.1,,,0,0,1.67,,,,,,53.52,29.52,BY03,170
BYMg392,1,0,18,,,OAh,2.5Y5/1,2.5Y6/1,M,N,82,18,0,LS,5.6,,,,,,,,,4.6,6,0.5,,0,1.33,,,,,,53.48,31.52,BY04,170
BYMg392,2,18,44,,,EB,2.5Y7/4,2.5Y8/4,M,N,84,16,0,LS,4.8,,,,,,,,,2.9,1,0.1,0,0,1.52,,,,,,53.48,31.52,BY04,170
BYMg392,3,44,200,AR,TO,BC,2.5Y7/6,2.5Y8/6,M,N,95,5,0,S,5.1,,,,,,,,,2.6,,,0,0,1.57,,,,,,53.48,31.52,BY04,170
BYMg409,1,0,36,,,Ap,10YR4/2,10YR5/2,B,N,18,70,12,SIL,5.2,,,,,,,,,9.5,6,0.5,0,0,1.16,,,,,,54.03,30.3,BY04,195
BYMg409,2,36,55,,,EB,10YR7/3,10YR8/3,P,N,14,73,13,SIL,5.5,,,,,,,,,1.8,3,0.2,0,0,1.46,,,,,,54.03,30.3,BY04,195
BYMg409,3,55,120,AR,TO,Btg,5YR5/6,5YR6/6,P,N,5,74,21,SIL,5.5,,,,,,,,,11.5,4,0.3,0,0,1.37,,,,,,54.03,30.3,BY04,195
BYMg409,4,120,200,,,C,10YR7/4,10YR8/4,P,N,18,67,15,SIL,5.2,,,,,,,,,11.6,,,0,0,1.46,,,,,,54.03,30.3,BY04,195
BYMg44,1,0,13,,,OAh,10YR5/1,10YR6/1,B,N,48,52,0,SIL,3.5,,0,,,,,,,12.9,19,1.6,0,0,1.32,,,,,,53.27,30.83,BY03,165
BYMg44,2,13,49,,,EBg,2.5Y7/3,2.5Y7/2,M,N,47,53,0,SIL,4.4,,0,,,,,,,5.7,4,0.3,0,0,1.41,,,,,,53.27,30.83,BY03,165
BYMg44,3,49,120,AR,TO,BCg,5/10BG,6/10BG,S,F,55,45,0,SL,3.9,,0,,,,,,,9.8,,,0,0,1.87,,,,,,53.27,30.83,BY03,165
BYMg608,1,0,2,,,O,10YR3/3,10YR4/3,,,,,,,4.3,,0,,,,,,,74.3,,,0,0,,,,,,,53.48,30.05,BY03,155
BYMg608,2,2,20,,,Ah,10YR4/2,10YR5/2,M,V,71,29,0,SL,4,,0,,,,,,,9.4,18,1.6,0,0,1.33,,,,,,53.48,30.05,BY03,155
BYMg608,3,20,60,,,EB,10YR6/6,10YR 7/6,M,V,71,29,0,SL,4.4,,0,,,,,,,5,5,0.4,0,0,1.51,,,,,,53.48,30.05,BY03,155
BYMg608,4,60,200,AR,TO,BCg,2.5Y7/3,2.5Y8/3,M,V,95,5,0,S,4.8,,,,,,,,,3.5,1,0.2,0,0,1.57,,,,,,53.48,30.05,BY03,155
BYMg629,1,0,2,,,O,10YR3/3,10YR4/3,,,,,,,3.7,,0,,,,,,,60.9,,,0,0,,,,,,,53.78,30.17,BY03,185
BYMg629,2,2,23,,,AhE,10YR4/2,10YR5/2,M,V,64,30,6,SL,3.9,,0,,,,,,,3.9,29,2.1,0,0,1.35,,,,,,53.78,30.17,BY03,185
BYMg629,3,23,73,AR,TO,Bg,5YR4/6,5YR5/6,S,F,78,18,4,SL,4.5,,0,,,,,,,2.9,1,0.1,0,0,1.61,,,,,,53.78,30.17,BY03,185
BYMg629,4,73,200,AR,,BC,5YR4/4,5YR5/4,S,F,74,5,21,SC,3.5,,0,,,,,,,6.7,1,0.1,0,0,1.82,,,,,,53.78,30.17,BY03,185
BYMg69,1,0,23,HI,OR,H1w,10YR2/2,10YR3/2,M,,,,,,5.9,,,,,,,,,47.1,578,19.2,,0,0.38,,,,,,53.4,29.02,BY05,160
BYMg69,2,23,39,HI,OR,H2w,10YR4/2,10YR5/2,M,,,,,,6.1,,,,,,,,,51.3,579,26.3,,0,0.33,,,,,,53.4,29.02,BY05,160
BYMg69,3,39,60,HI,OR,H3w,10YR4/3,10YR5/3,M,,,,,,6.1,,,,,,,,,53.4,438,7.7,,0,,,,,,,53.4,29.02,BY05,160
BYMg69,4,60,175,,GL,Cg,5/10BG,6/10BG,M,V,78,22,0,LS,5.6,,,,,,,,,5.9,2,0.1,,0,1.62,,,,,,53.4,29.02,BY05,160
BYMg7/PB,1,0,18,,,OAh,10YR6/1,10YR7/1,B,N,18,74,8,SIL,4,,0,,,,,,,16.4,13,1.5,0,0,0.91,,,,,,54.17,30.42,BY01,195
BYMg7/PB,2,18,32,,,EB,10YR7/3,10YR8/3,P,N,18,77,5,SIL,4.5,,0,,,,,,,7.7,4,0.7,0,0,1.24,,,,,,54.17,30.42,BY01,195
BYMg7/PB,3,32,80,AR,TO,Bt,5YR5/6,5YR6/6,P,N,8,69,23,SIL,4.3,,0,,,,,,,13,1,0.8,0,0,1.56,,,,,,54.17,30.42,BY01,195
BYMg7/PB,4,80,200,,,C,5YR4/4,5YR5/4,S,F,60,21,19,SCL,4.9,,,,,,,,,9.1,,,0,0,1.77,,,,,,54.17,30.42,BY01,195
BYMn1012,1,0,3,,,O,2.5Y3/2,2.5Y4/2,,,,,,,3.7,,0,,,,,,,88.2,,,0,0,0.28,,,,,,53.77,26.27,BY03,250
BYMn1012,2,3,22,,,Ah,2.5Y4/1,2.5Y3/1,M,N,85,15,0,LS,4.2,,0,,,,,,,14.4,12,1,0,0,1.29,,,,,,53.77,26.27,BY03,250
BYMn1012,3,22,34,SP,HU,EBg,2.5Y6/4,2.5Y5/4,M,N,92,8,0,S,5.1,,,,,,,,,6.3,5,0.5,0,0,1.69,,,,,,53.77,26.27,BY03,250
BYMn1012,4,34,180,,GL,BCg,5/10BG,6/10BG,M,N,80,20,0,LS,4.9,,,,,,,,,6.1,,,0,0,1.61,,,,,,53.77,26.27,BY03,250
BYMn10/PB,1,0,17,UM,FL,Ah,10YR3.5/2,10YR4.5/2,G,N,21,79,0,SIL,4.9,,,,,,,,,7.5,16,1.4,0,0,0.98,,,,,,52.93,26.52,BY01,220
BYMn10/PB,2,17,50,UM,FL,AhBw,10YR3/2,10YR3/3,S,N,48,52,0,SIL,6,,,,,,,,,6.2,7,0.6,,0,1.59,,,,,,52.93,26.52,BY01,220
BYMn10/PB,3,50,100,,,BCg,2.5Y5/4,2.5Y5/3,S,N,61,39,0,SL,6.4,,,,,,,,,3.7,,,,0,1.61,,,,,,52.93,26.52,BY01,220
BYMn1118,1,0,15,,,OAh,10YR6/1,10YR7/1,B,V,22,78,0,SIL,4.3,,0,,,,,,,8.4,11,0.9,0,0,1.18,,,,,,54.17,28.3,BY03,220
BYMn1118,2,15,26,,,E,2.5Y7/3,2.5Y8/3,M,V,25,75,0,SIL,4.4,,0,,,,,,,3.9,2,0.1,0,0,1.23,,,,,,54.17,28.3,BY03,220
BYMn1118,3,26,180,AR,TO,BC,5YR4/4,5YR5/4,S,F,61,39,0,SL,4,,0,,,,,,,22.9,,,0,0,1.74,,,,,,54.17,28.3,BY03,220
BYMn11/D,1,0,35,,,Ap,10YR5/2,10YR6/2,,,12,78,10,SIL,6.8,,,,,,,,,19.2,10,0.9,,0,1.29,,,,,,53.72,27.15,BY01,275
BYMn11/D,2,35,45,,,Eg,10YR7/3,10YR8/3,,,11,81,8,SI,5.8,,,,,,,,,6.9,1,0.1,,0,1.46,,,,,,53.72,27.15,BY01,275
BYMn11/D,3,45,180,AR,TO,BtCg,10YR7/4,10YR8/4,,,3,83,14,SI,3.8,,0,,,,,,,18.6,1,0.1,0,0,1.46,,,,,,53.72,27.15,BY01,275
BYMn1k/C,1,0,30,HI,OR,Hp,10YR2/2,10YR3/3,B,,,,,,5.7,,,,,,,,,88,394,29.1,,0,0.32,,,,,,53.45,27.6,BY01,235
BYMn1k/C,2,30,75,HI,OR,Hw,10YR3/4,10YR3/6,M,,,,,,5.8,,,,,,,,,104,404,28.5,,0,0.3,,,,,,53.45,27.6,BY01,235
BYMn1k/C,3,75,155,,GL,Rg,5/10BG,6/10BG,M,N,97,1,2,S,5.9,,,,,,,,,1.6,1,0.1,,0,1.61,,,,,,53.45,27.6,BY01,235
BYMn200/3,1,0,30,,,Ap,2.5Y5/1,2.5Y6/1,M,N,84,11,5,LS,5.1,,,,,,,,,5.3,6,0.6,0,0,1.5,,,,,,53.17,28.05,BY02,205
BYMn200/3,2,30,49,,,EB,2.5Y7/6,2.5Y7/4,M,N,90,7,3,S,5.4,,,,,,,,,1.7,1,0.1,0,0,1.7,,,,,,53.17,28.05,BY02,205
BYMn200/3,3,49,200,AR,TO,BC,2.5Y7/8,2.5Y7/6,M,N,95,3,2,S,6.2,,,,,,,,,1.6,1,0.1,,0,1.6,,,,,,53.17,28.05,BY02,205
BYMn203/1,1,0,22,,,Ap,10YR4/1,10YR5/1,B,N,33,59,8,SIL,6.4,,,,,,,,,10.7,12,1,,0,1.37,,,,,,53.03,26.75,BY02,220
BYMn203/1,2,22,64,,,EB,10YR5/4,10YR6/4,M,N,19,73,8,SIL,4.7,,,,,,,,,7.2,2,0.2,0,0,1.3,,,,,,53.03,26.75,BY02,220
BYMn203/1,3,64,180,AR,TO,BC,10YR5/6,10YR6/6,M,N,20,67,13,SIL,4.5,,0,,,,,,,7.5,2,0.2,0,0,1.43,,,,,,53.03,26.75,BY02,220
BYMn204/2,1,0,23,,,Ap,10YR5/1,10YR6/1,B,V,51,42,7,SL,6.4,,,,,,,,,7.8,12,1,,0,1.45,,,,,,53.9,26.4,BY02,210
BYMn204/2,2,23,33,,,Ah,10YR6/1,10YR7/1,M,N,54,41,5,SL,5.4,,,,,,,,,5.3,5,0.5,0,0,1.47,,,,,,53.9,26.4,BY02,210
BYMn204/2,3,33,72,,,EB,10YR7/2,10YR8/2,M,N,50,46,4,SL,5.1,,,,,,,,,4.6,4,0.3,0,0,1.49,,,,,,53.9,26.4,BY02,210
BYMn204/2,4,72,200,AR,TO,BC,5YR4/4,5YR5/4,S,V,51,35,14,L,4.7,,,,,,,,,7.5,3,0.2,0,0,1.6,,,,,,53.9,26.4,BY02,210
BYMn207/2,1,0,30,HI,OR,Hp,10YR3/2,10YR3/3,B,,,,,,6.1,,,,,,,,,88.4,477,28.9,,0,0.36,,,,,,54.87,27.03,BY02,190
BYMn207/2,2,30,62,HI,OR,HIw,10YR3/4,10YR4/4,M,,,,,,5.6,,,,,,,,,104.5,489,28.8,,0,0.26,,,,,,54.87,27.03,BY02,190
BYMn207/2,3,62,125,HI,OR,H2w,7.5YR3/2,7.5YR3/3,M,,,,,,5.7,,,,,,,,,103.2,527,27.2,,0,0.25,,,,,,54.87,27.03,BY02,190
BYMn207/2,4,125,165,,GL,Rg,5/10BG,6/10BG,M,N,74,26,0,SL,5.7,,,,,,,,,10.2,1,0.1,,0,1.66,,,,,,54.87,27.03,BY02,190
BYMn213/1,1,0,27,,,Ap,10YR5/1,10YR6/1,B,V,28,61,11,SIL,5.8,,,,,,,,,10.7,14,1.2,,0,1.42,,,,,,54.23,28.73,BY02,180
BYMn213/1,2,27,49,,,E,10YR7/3,10YR8/3,M,N,32,60,8,SIL,5.1,,,,,,,,,5.5,2,0.2,0,0,1.61,,,,,,54.23,28.73,BY02,180
BYMn213/1,3,49,185,AR,TO,BC,5YR5/6,5YR6/6,M,F,88,0,12,LS,5.3,,,,,,,,,8.7,2,0.2,0,0,1.57,,,,,,54.23,28.73,BY02,180
BYMn213/3,1,0,28,,,Ap,2.5Y5/1,2.5Y6/1,B,N,45,48,7,L,5.8,,,,,,,,,8.8,15,1.2,,0,1.33,,,,,,53.62,28.42,BY02,190
BYMn213/3,2,28,61,,,EB,2.5Y7/4,2.5Y7/3,M,V,64,30,6,SL,5,,,,,,,,,4.2,2,0.2,0,0,1.53,,,,,,53.62,28.42,BY02,190
BYMn213/3,3,61,195,AR,TO,BC,5YR4/4,5YR5/4,S,V,75,12,13,LS,4.7,,,,,,,,,5.3,1,0.1,0,0,1.67,,,,,,53.62,28.42,BY02,190
BYMn237/C,1,0,2,,,O,10YR3/2,10YR4/2,,,,,,,,,0,,,,,,,,,,0,0,0.3,,,,,,52.45,27.47,BY03,180
BYMn237/C,2,2,26,UM,HU,Ah,10YR3/1,10YR4/1,G,N,81,19,0,LS,5.2,,,,,,,,,14.6,23,2,0,0,1.02,,,,,,52.45,27.47,BY03,180
BYMn237/C,3,26,165,,GL,BCg,5/10BG,6/10BG,M,N,72,28,0,LS,6.2,,,,,,,,,9.8,2,0.2,,0,1.69,,,,,,52.45,27.47,BY03,180
BYMn295,1,0,8,,,Ah,2.5Y6/1,2.5Y7/1,M,N,94,6,0,S,5.3,,,,,,,,,5.3,8,0.7,0,0,1.45,,,,,,53.68,29.32,BY03,180
BYMn295,2,8,63,,,EB,2.5Y7/4,2.5Y7/3,M,N,93,7,0,S,5.2,,,,,,,,,0.1,2,0.2,0,0,1.56,,,,,,53.68,29.32,BY03,180
BYMn295,3,63,200,AR,TO,BC,2.5Y7/6,2.5Y8/6,M,V,95,5,0,S,4.6,,,,,,,,,1.1,,,0,0,1.57,,,,,,53.68,29.32,BY03,180
BYMn2/M,1,0,4,,,O,10YR3/3,10YR3/4,,,,,,,3.7,,0,,,,,,,12.2,,,0,0,0.32,,,,,,53.98,26.83,BY01,220
BYMn2/M,2,4,21,,,AhE,10YR5/2,10YR4/2,B,V,77,19,4,SL,4.2,,0,,,,,,,7.8,28,2.3,0,0,1.28,,,,,,53.98,26.83,BY01,220
BYMn2/M,3,21,90,AR,TO,Bw,10YR6/6,10YR6/6,M,F,96,3,1,S,5.1,,,,,,,,,1.2,1,0.1,0,0,1.51,,,,,,53.98,26.83,BY01,220
BYMn2/M,4,90,180,AR,GL,BCg,5/10BG,6/10BG,S,F,66,19,15,SCL,6.1,,,,,,,,,11.4,1,0.1,,0,1.76,,,,,,53.98,26.83,BY01,220
BYMn300,1,0,22,,,Ap,10YR5/1,10YR6/1,B,F,63,37,0,SL,6.7,,,,,,,,,11.9,14,1.2,,0,1.4,,,,,,54.98,26.97,BY01,220
BYMn300,2,22,51,,,EB,10YR7/4,10YR7/3,M,C,89,11,0,LS,6.2,,,,,,,,,5.3,2,0.2,,0,1.56,,,,,,54.98,26.97,BY01,220
BYMn300,3,51,187,AR,TO,BC,10YR5/6,10YR6/6,M,V,89,11,0,S,7.4,,,,,,,0,0,9.3,,,,,1.57,,,,,,54.98,26.97,BY01,220
BYMn490,1,0,20,,,OAh,2.5Y5/1,2.5Y6/1,B,F,51,49,0,SL,4.6,,,,,,,,,8.4,11,0.9,0,0,1.18,,,,,,54.33,29.33,BY03,205
BYMn490,2,20,47,,,E,2.5Y7/3,2.5Y7/4,M,C,64,36,0,SL,5.3,,,,,,,,,3.9,1,0.1,0,0,1.23,,,,,,54.33,29.33,BY03,205
BYMn490,3,47,190,AR,TO,BC,5YR4/4,5YR5/4,S,C,59,41,0,L,6.6,,,,,,,,,22.9,,,,0,1.74,,,,,,54.33,29.33,BY03,205
BYMn646,1,0,9,,,OAh,2.5Y7/2,2.5Y7/1,M,N,88,12,0,S,3.6,,0,,,,,,,,26,2.2,0,0,1.23,,,,,,53.18,27.98,BY02,190
BYMn646,2,9,22,,,Eg,7/10BG,8/10BG,M,N,88,12,0,S,4.6,,,,,,,,,,4,0.3,0,0,1.54,,,,,,53.18,27.98,BY02,190
BYMn646,3,22,155,AR,TO,BCg,5/10BG,6/10BG,M,N,96,4,0,S,4.8,,,,,,,,,,2,0.2,0,0,1.61,,,,,,53.18,27.98,BY02,190
BYMn64/B,1,0,24,,,Ap,10YR5/1,10YR6/1,B,C,35,65,0,SIL,6.2,,,,,,,,,3.1,14,0.7,,0,1.46,,,,,,54.47,28.97,BY02,205
BYMn64/B,2,24,40,,,Eg,10YR6/2,10YR7/2,S,M,37,63,0,SIL,,,0,,,,,,,13.7,1,0.1,0,0,1.59,,,,,,54.47,28.97,BY02,205
BYMn64/B,3,40,180,AR,TO,BCg,5YR4/4,5YR5/4,S,C,40,60,0,SIL,5.7,,,,,,,,,2.3,1,0.1,,0,1.74,,,,,,54.47,28.97,BY02,205
BYMn700,1,0,2,,,O,10YR3/2,10YR4/2,,N,,,,,5,,,,,,,,,73,,,0,0,0.21,,,,,,53.28,27.47,BY03,235
BYMn700,2,2,24,,,Ah,10YR5/1,10YR6/1,M,F,88,12,0,LS,4.7,,,,,,,,,10.6,7,1.4,0,0,1.2,,,,,,53.28,27.47,BY03,235
BYMn700,3,24,70,,,EB,10YR6/6,10YR7/6,M,F,94,6,0,S,5.2,,,,,,,,,8.3,4,0.3,0,0,1.51,,,,,,53.28,27.47,BY03,235
BYMn700,4,70,200,AR,TO,BC,5YY6/3,5Y7/3,M,C,97,3,0,S,5.6,,,,,,,,,4.5,1,,,0,1.56,,,,,,53.28,27.47,BY03,235
BYMn94/B,1,0,2,,,O,2.5Y5/2,2.5Y6/2,,,,,,,3.6,,0,,,,,,,79.5,,,0,0,0.17,,,,,,54.4,26.65,BY03,200
BYMn94/B,2,2,10,,,AhE,2.5Y6/2,2.5Y7/2,M,N,92,8,0,S,3.8,,0,,,,,,,4.5,7,0.6,0,0,1.43,,,,,,54.4,26.65,BY03,200
BYMn94/B,3,10,60,AR,TO,Bw,2.5Y7/6,2.5Y8/6,M,N,96,4,0,S,5.4,,,,,,,,,1.2,1,0.1,0,0,1.51,,,,,,54.4,26.65,BY03,200
BYMn94/B,4,60,210,,,BC,2.5Y8/6,2.6Y8/4,M,N,95,5,0,S,5.5,,,,,,,,,0.2,,,0,0,1.56,,,,,,54.4,26.65,BY03,200
BYU97,1,0,30,,FL,AhE,10YR5/2,10YR6/2,B,N,80,20,0,LS,4.7,,,,,,,,,12.5,19,1.5,0,0,1.79,,,,,,52.72,27.55,BY01,180
BYU97,2,30,45,,FL,AhB,10YR4/1,10YR5/1,G,N,75,25,0,LS,5.3,,,,,,,,,19.8,10,0.8,0,0,1.23,,,,,,52.72,27.55,BY01,180
BYU97,3,45,105,,FL,BCg,6/10Y,7/10Y,M,N,91,9,0,S,5.7,,,,,,,,,3,,,,0,1.61,,,,,,52.72,27.55,BY01,180
BYW1130/M,1,0,21,,,Ap,10YR5/1,10YR6/1,B,F,73,27,0,SL,5.1,,,,,,,,,4.4,7,0.6,0,0,1.38,,,,,,54.78,30.18,BY01,180
BYW1130/M,2,21,35,,,EB,10YR8/6,10YR8/4,M,F,81,19,0,LS,4.9,,,,,,,,,2.2,,,0,0,1.54,,,,,,54.78,30.18,BY01,180
BYW1130/M,3,35,180,AR,TO,BC,10YR7/8,10YR7/6,M,F,98,2,0,S,5.8,,,,,,,,,1.7,,,,0,1.61,,,,,,54.78,30.18,BY01,180
BYW155,1,0,16,,,OAh,2.5Y6/1,2.5Y7/1,M,N,89,11,0,S,4.6,,,,,,,,,,8,0.6,0,0,1.39,,,,,,55.53,28.57,BY03,180
BYW155,2,16,42,,,EB,2.5Y7/3,2.5Y7/2,M,V,93,7,0,S,4.6,,,,,,,,,2.5,2,0.2,0,0,1.54,,,,,,55.53,28.57,BY03,180
BYW155,3,42,83,AR,TO,B,2.5Y7/8,2.5Y7/6,M,V,97,3,0,S,5.3,,,,,,,,,1,,,0,0,1.57,,,,,,55.53,28.57,BY03,180
BYW155,4,83,200,,,BC,2.5Y7/4,2.5Y7/3,M,N,97,3,0,S,5.2,,,,,,,,,1.5,,,0,0,1.58,,,,,,55.53,28.57,BY03,180
BYW16/M,1,0,19,,,Ap,10YR5/1,10YR6/1,B,F,47,44,9,L,6.2,,,,,,,,,7.9,14,1.2,,0,1.32,,,,,,55.7,30.1,BY01,245
BYW16/M,2,19,50,,,EB,10YR5/2,10YR6/2,S,F,52,36,12,L,4.5,,0,,,,,,,9,4,0.3,0,0,1.42,,,,,,55.7,30.1,BY01,245
BYW16/M,3,50,190,AR,TO,BCg,5YR4/6,5YR4/4,R,F,41,34,25,L,5.6,,,,,,,,,9.5,1,0.1,,0,1.69,,,,,,55.7,30.1,BY01,245
BYW1/C,1,0,29,HI,OR,Hp,10YR3/1,10YR3/2,,,,,,,5.6,,,,,,,,,127.4,431,36.1,,0,0.39,,,,,,55.43,29.42,BY01,150
BYW1/C,2,29,67,HI,OR,H1w,10YR3/2,10YR4/2,,,,,,,5.4,,,,,,,,,189.1,451,36.9,0,0,0.41,,,,,,55.43,29.42,BY01,150
BYW1/C,3,67,109,HI,OR,H2w,10YR3/3,10YR3/2,,,,,,,5.7,,,,,,,,,231,487,38.1,,0,0.36,,,,,,55.43,29.42,BY01,150
BYW1/C,4,109,180,,,Cg,5/10BG,6/10BG,M,N,74,26,0,LS,6.1,,,,,,,,,4.2,1,,,0,1.69,,,,,,55.43,29.42,BY01,150
BYW21/M,1,0,10,,,OAh,10YR3/2,10YR4/2,B,N,18,58,24,SICL,4.2,,0,,,,,,,28.2,18,1.6,0,0,0.96,,,,,,55.23,26.8,BY01,225
BYW21/M,2,10,25,,,EAhg,10YR5/2,10YR6/2,S,N,9,71,20,SIL,4.2,,0,,,,,,,15.9,5,0.4,0,0,1.28,,,,,,55.23,26.8,BY01,225
BYW21/M,3,25,39,AR,TO,EBg,2.5Y5/6,2.5Y6/6,S,N,9,63,28,SICL,4.2,,0,,,,,,,21.8,3,0.2,0,0,1.54,,,,,,55.23,26.8,BY01,225
BYW21/M,4,39,140,,,BCk,5YR3/4,5YR4/4,S,N,1,41,58,SIC,7.5,,,,,,,0,0,,,,,,1.57,,,,,,55.23,26.8,BY01,225
BYW2/C,1,0,38,HI,OR,H1w,10YR4/3,10YR3/3,,,,,,,6.2,,,,,,,,,,567,30.2,,0,0.16,,,,,,56.08,28.22,BY01,165
BYW2/C,2,38,75,HI,OR,H2w,10YR2/2,10YR3/2,,,,,,,6.4,,,,,,,,,,581,34.8,,0,0.18,,,,,,56.08,28.22,BY01,165
BYW2/C,3,75,110,HI,OR,H3w,10YR4/3,10YR5/3,,,,,,,6.4,,,,,,,,,,550,27.8,,0,0.14,,,,,,56.08,28.22,BY01,165
